order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,day_of_week,month,order_size,workload_level
493,2022-02-10,Cold Coffee,Beverages,$40,2,$80,Online,Mr.,Morning,Thursday,February,Small,Low
494,2023-01-14,Cold Coffee,Beverages,$40,10,$400,Cash,Mrs.,Night,Saturday,January,Medium,Medium
495,2022-10-20,Aalopuri,Fastfood,$20,13,$260,Online,Mrs.,Midnight,Thursday,October,Large,High
496,2022-07-11,Cold Coffee,Beverages,$40,10,$400,Online,Mrs.,Night,Monday,July,Medium,Medium
497,2023-01-25,Sandwich,Fastfood,$60,7,$420,Cash,Mr.,Midnight,Wednesday,January,Medium,Medium
498,2022-06-16,Frankie,Fastfood,$50,1,$50,Cash,Mr.,Midnight,Thursday,June,Small,Low
499,2022-07-27,Sandwich,Fastfood,$60,8,$480,Online,Mrs.,Evening,Wednesday,July,Medium,Medium
500,2022-08-04,Vadapav,Fastfood,$20,4,$80,Online,Mrs.,Midnight,Thursday,August,Small,Low
501,2022-09-08,Sugarcane Juice,Beverages,$25,14,$350,Online,Mrs.,Afternoon,Thursday,September,Large,High
502,2023-04-01,Panipuri,Fastfood,$20,13,$260,Online,Mr.,Night,Saturday,April,Large,High
503,2022-04-11,Aalopuri,Fastfood,$20,13,$260,Cash,Mrs.,Morning,Monday,April,Large,High
504,2022-09-12,Cold Coffee,Beverages,$40,8,$320,Cash,Mr.,Evening,Monday,September,Medium,Medium
505,2023-12-02,Frankie,Fastfood,$50,4,$200,Cash,Mr.,Night,Saturday,December,Small,Low
506,2022-12-26,Cold Coffee,Beverages,$40,12,$480,Cash,Mrs.,Midnight,Monday,December,Large,High
507,2022-12-14,Aalopuri,Fastfood,$20,14,$280,Online,Mrs.,Morning,Wednesday,December,Large,High
508,2022-10-12,Sandwich,Fastfood,$60,1,$60,Cash,Mr.,Night,Wednesday,October,Small,Low
509,2022-10-26,Vadapav,Fastfood,$20,11,$220,Online,Mr.,Evening,Wednesday,October,Large,High
510,2022-04-04,Sandwich,Fastfood,$60,14,$840,Online,Mr.,Afternoon,Monday,April,Large,High
511,2022-02-08,Panipuri,Fastfood,$20,4,$80,Cash,Mrs.,Night,Tuesday,February,Small,Low
512,2023-11-01,Panipuri,Fastfood,$20,3,$60,Cash,Mrs.,Afternoon,Wednesday,November,Small,Low
513,2022-07-16,Cold Coffee,Beverages,$40,5,$200,Cash,Mrs.,Night,Saturday,July,Small,Low
514,2022-08-24,Cold Coffee,Beverages,$40,8,$320,Online,Mrs.,Evening,Wednesday,August,Medium,Medium
515,2022-02-11,Sandwich,Fastfood,$60,7,$420,NULL,Mrs.,Night,Friday,February,Medium,Medium
516,2022-09-22,Sugarcane Juice,Beverages,$25,12,$300,Online,Mrs.,Midnight,Thursday,September,Large,High
517,2022-02-07,Panipuri,Fastfood,$20,13,$260,Online,Mr.,Evening,Monday,February,Large,High
518,2022-09-12,Aalopuri,Fastfood,$20,6,$120,Cash,Mrs.,Morning,Monday,September,Medium,Medium
519,2022-11-25,Cold Coffee,Beverages,$40,10,$400,Cash,Mr.,Morning,Friday,November,Medium,Medium
520,2022-03-04,Panipuri,Fastfood,$20,11,$220,Online,Mrs.,Night,Friday,March,Large,High
521,2023-01-27,Panipuri,Fastfood,$20,14,$280,Online,Mr.,Morning,Friday,January,Large,High
522,2022-12-29,Panipuri,Fastfood,$20,13,$260,Cash,Mrs.,Midnight,Thursday,December,Large,High
523,2022-03-11,Frankie,Fastfood,$50,6,$300,Cash,Mr.,Afternoon,Friday,March,Medium,Medium
524,2022-01-05,Aalopuri,Fastfood,$20,13,$260,Online,Mr.,Afternoon,Wednesday,January,Large,High
525,2022-04-05,Vadapav,Fastfood,$20,3,$60,Cash,Mr.,Midnight,Tuesday,April,Small,Low
526,2022-04-07,Sandwich,Fastfood,$60,10,$600,Cash,Mrs.,Evening,Thursday,April,Medium,Medium
527,2023-06-01,Sugarcane Juice,Beverages,$25,6,$150,Cash,Mrs.,Afternoon,Thursday,June,Medium,Medium
528,2022-01-07,Sugarcane Juice,Beverages,$25,7,$175,Cash,Mrs.,Midnight,Friday,January,Medium,Medium
529,2022-05-15,Aalopuri,Fastfood,$20,12,$240,NULL,Mrs.,Afternoon,Sunday,May,Large,High
530,2022-07-27,Panipuri,Fastfood,$20,6,$120,Cash,Mrs.,Night,Wednesday,July,Medium,Medium
531,2022-04-10,Cold Coffee,Beverages,$40,10,$400,Cash,Mr.,Night,Sunday,April,Medium,Medium
532,2023-03-27,Panipuri,Fastfood,$20,13,$260,Online,Mrs.,Midnight,Monday,March,Large,High
533,2023-05-02,Frankie,Fastfood,$50,2,$100,NULL,Mrs.,Night,Tuesday,May,Small,Low
534,2022-05-16,Vadapav,Fastfood,$20,2,$40,Online,Mrs.,Night,Monday,May,Small,Low
535,2022-05-09,Sandwich,Fastfood,$60,4,$240,Online,Mr.,Midnight,Monday,May,Small,Low
536,2023-01-03,Sugarcane Juice,Beverages,$25,7,$175,Cash,Mrs.,Evening,Tuesday,January,Medium,Medium
537,2023-01-25,Panipuri,Fastfood,$20,3,$60,Cash,Mr.,Evening,Wednesday,January,Small,Low
538,2022-05-06,Panipuri,Fastfood,$20,7,$140,Online,Mr.,Morning,Friday,May,Medium,Medium
539,2022-07-09,Panipuri,Fastfood,$20,3,$60,Online,Mr.,Evening,Saturday,July,Small,Low
540,2022-05-27,Vadapav,Fastfood,$20,13,$260,Cash,Mr.,Afternoon,Friday,May,Large,High
541,2022-07-30,Panipuri,Fastfood,$20,12,$240,Cash,Mr.,Night,Saturday,July,Large,High
542,2022-04-08,Sugarcane Juice,Beverages,$25,9,$225,Cash,Mr.,Evening,Friday,April,Medium,Medium
543,2022-10-04,Aalopuri,Fastfood,$20,15,$300,Cash,Mrs.,Evening,Tuesday,October,Large,High
544,2022-12-14,Sandwich,Fastfood,$60,15,$900,Online,Mrs.,Morning,Wednesday,December,Large,High
545,2023-01-01,Sandwich,Fastfood,$60,13,$780,Online,Mrs.,Midnight,Sunday,January,Large,High
546,2022-09-07,Aalopuri,Fastfood,$20,1,$20,Cash,Mrs.,Midnight,Wednesday,September,Small,Low
547,2022-05-14,Cold Coffee,Beverages,$40,10,$400,Online,Mr.,Morning,Saturday,May,Medium,Medium
548,2023-03-29,Cold Coffee,Beverages,$40,14,$560,Cash,Mr.,Afternoon,Wednesday,March,Large,High
549,2022-04-15,Sugarcane Juice,Beverages,$25,3,$75,Online,Mr.,Afternoon,Friday,April,Small,Low
550,2022-11-15,Cold Coffee,Beverages,$40,15,$600,Online,Mr.,Afternoon,Tuesday,November,Large,High
551,2022-07-30,Sugarcane Juice,Beverages,$25,7,$175,Cash,Mr.,Evening,Saturday,July,Medium,Medium
552,2022-12-09,Sugarcane Juice,Beverages,$25,15,$375,Cash,Mrs.,Midnight,Friday,December,Large,High
553,2022-11-11,Panipuri,Fastfood,$20,14,$280,Cash,Mr.,Evening,Friday,November,Large,High
554,2023-09-03,Panipuri,Fastfood,$20,4,$80,Cash,Mrs.,Afternoon,Sunday,September,Small,Low
555,2022-04-16,Sandwich,Fastfood,$60,6,$360,Cash,Mrs.,Evening,Saturday,April,Medium,Medium
556,2023-02-27,Vadapav,Fastfood,$20,9,$180,Cash,Mrs.,Night,Monday,February,Medium,Medium
557,2022-06-30,Sandwich,Fastfood,$60,2,$120,Cash,Mrs.,Evening,Thursday,June,Small,Low
558,2022-01-10,Panipuri,Fastfood,$20,5,$100,Online,Mr.,Morning,Monday,January,Small,Low
559,2022-08-31,Cold Coffee,Beverages,$40,5,$200,Online,Mrs.,Night,Wednesday,August,Small,Low
560,2022-10-12,Sugarcane Juice,Beverages,$25,1,$25,Cash,Mr.,Evening,Wednesday,October,Small,Low
561,2022-06-13,Panipuri,Fastfood,$20,1,$20,Cash,Mrs.,Midnight,Monday,June,Small,Low
562,2022-09-08,Frankie,Fastfood,$50,4,$200,Cash,Mr.,Afternoon,Thursday,September,Small,Low
563,2022-10-13,Frankie,Fastfood,$50,7,$350,Online,Mrs.,Evening,Thursday,October,Medium,Medium
564,2022-09-27,Cold Coffee,Beverages,$40,2,$80,NULL,Mr.,Morning,Tuesday,September,Small,Low
565,2022-09-27,Panipuri,Fastfood,$20,15,$300,Cash,Mr.,Evening,Tuesday,September,Large,High
566,2022-07-19,Frankie,Fastfood,$50,3,$150,Cash,Mr.,Evening,Tuesday,July,Small,Low
567,2022-10-16,Cold Coffee,Beverages,$40,7,$280,Online,Mrs.,Afternoon,Sunday,October,Medium,Medium
568,2022-12-29,Panipuri,Fastfood,$20,12,$240,NULL,Mrs.,Afternoon,Thursday,December,Large,High
569,2023-02-01,Cold Coffee,Beverages,$40,15,$600,Online,Mrs.,Midnight,Wednesday,February,Large,High
570,2022-09-15,Sugarcane Juice,Beverages,$25,4,$100,Cash,Mr.,Morning,Thursday,September,Small,Low
571,2022-11-28,Sugarcane Juice,Beverages,$25,1,$25,Cash,Mrs.,Evening,Monday,November,Small,Low
572,2022-02-04,Sandwich,Fastfood,$60,15,$900,Cash,Mr.,Afternoon,Friday,February,Large,High
573,2022-07-09,Frankie,Fastfood,$50,2,$100,Cash,Mr.,Afternoon,Saturday,July,Small,Low
574,2022-10-22,Aalopuri,Fastfood,$20,1,$20,Cash,Mrs.,Night,Saturday,October,Small,Low
575,2022-12-24,Vadapav,Fastfood,$20,1,$20,Online,Mrs.,Midnight,Saturday,December,Small,Low
576,2023-03-23,Panipuri,Fastfood,$20,12,$240,Cash,Mrs.,Afternoon,Thursday,March,Large,High
577,2022-06-09,Cold Coffee,Beverages,$40,7,$280,Cash,Mr.,Evening,Thursday,June,Medium,Medium
578,2022-06-30,Frankie,Fastfood,$50,5,$250,Online,Mrs.,Night,Thursday,June,Small,Low
579,2022-04-27,Panipuri,Fastfood,$20,2,$40,Cash,Mr.,Evening,Wednesday,April,Small,Low
580,2022-01-07,Panipuri,Fastfood,$20,10,$200,Online,Mr.,Night,Friday,January,Medium,Medium
581,2022-04-23,Sugarcane Juice,Beverages,$25,13,$325,Cash,Mr.,Afternoon,Saturday,April,Large,High
582,2022-12-05,Aalopuri,Fastfood,$20,13,$260,Cash,Mr.,Morning,Monday,December,Large,High
583,2022-05-31,Frankie,Fastfood,$50,8,$400,Cash,Mr.,Night,Tuesday,May,Medium,Medium
584,2022-04-12,Cold Coffee,Beverages,$40,15,$600,Cash,Mr.,Morning,Tuesday,April,Large,High
585,2023-05-03,Vadapav,Fastfood,$20,11,$220,Cash,Mrs.,Morning,Wednesday,May,Large,High
586,2022-05-22,Sandwich,Fastfood,$60,15,$900,Online,Mr.,Night,Sunday,May,Large,High
587,2022-09-04,Aalopuri,Fastfood,$20,10,$200,Cash,Mrs.,Night,Sunday,September,Medium,Medium
588,2022-06-16,Frankie,Fastfood,$50,11,$550,Cash,Mrs.,Morning,Thursday,June,Large,High
589,2022-08-25,Cold Coffee,Beverages,$40,5,$200,Cash,Mr.,Night,Thursday,August,Small,Low
590,2023-03-27,Panipuri,Fastfood,$20,15,$300,Online,Mr.,Midnight,Monday,March,Large,High
591,2022-01-10,Sandwich,Fastfood,$60,13,$780,Cash,Mrs.,Morning,Monday,January,Large,High
592,2022-04-12,Sugarcane Juice,Beverages,$25,7,$175,Cash,Mr.,Morning,Tuesday,April,Medium,Medium
593,2023-02-16,Sugarcane Juice,Beverages,$25,9,$225,Cash,Mrs.,Evening,Thursday,February,Medium,Medium
594,2023-01-20,Frankie,Fastfood,$50,6,$300,Cash,Mrs.,Morning,Friday,January,Medium,Medium
595,2023-02-22,Frankie,Fastfood,$50,9,$450,Online,Mr.,Afternoon,Wednesday,February,Medium,Medium
596,2022-04-26,Cold Coffee,Beverages,$40,1,$40,Online,Mrs.,Night,Tuesday,April,Small,Low
597,2022-11-30,Panipuri,Fastfood,$20,10,$200,Online,Mr.,Midnight,Wednesday,November,Medium,Medium
598,2022-02-08,Cold Coffee,Beverages,$40,8,$320,Cash,Mrs.,Afternoon,Tuesday,February,Medium,Medium
599,2022-03-10,Frankie,Fastfood,$50,13,$650,Cash,Mr.,Morning,Thursday,March,Large,High
600,2022-12-24,Panipuri,Fastfood,$20,6,$120,Cash,Mrs.,Morning,Saturday,December,Medium,Medium
601,2022-01-11,Aalopuri,Fastfood,$20,12,$240,Online,Mr.,Morning,Tuesday,January,Large,High
602,2022-08-27,Aalopuri,Fastfood,$20,10,$200,Cash,Mr.,Night,Saturday,August,Medium,Medium
603,2022-08-31,Vadapav,Fastfood,$20,10,$200,Cash,Mrs.,Afternoon,Wednesday,August,Medium,Medium
604,2022-08-09,Frankie,Fastfood,$50,10,$500,Cash,Mrs.,Night,Tuesday,August,Medium,Medium
605,2022-04-04,Cold Coffee,Beverages,$40,15,$600,NULL,Mrs.,Afternoon,Monday,April,Large,High
606,2022-09-04,Cold Coffee,Beverages,$40,6,$240,Cash,Mrs.,Night,Sunday,September,Medium,Medium
607,2022-12-15,Vadapav,Fastfood,$20,9,$180,Cash,Mrs.,Afternoon,Thursday,December,Medium,Medium
608,2023-02-28,Aalopuri,Fastfood,$20,1,$20,Online,Mr.,Midnight,Tuesday,February,Small,Low
609,2023-07-02,Aalopuri,Fastfood,$20,14,$280,NULL,Mr.,Midnight,Sunday,July,Large,High
610,2022-08-05,Frankie,Fastfood,$50,13,$650,Online,Mrs.,Evening,Friday,August,Large,High
611,2022-06-25,Aalopuri,Fastfood,$20,2,$40,Online,Mrs.,Morning,Saturday,June,Small,Low
612,2023-06-02,Aalopuri,Fastfood,$20,3,$60,Online,Mr.,Midnight,Friday,June,Small,Low
613,2022-10-06,Vadapav,Fastfood,$20,5,$100,Online,Mrs.,Night,Thursday,October,Small,Low
614,2022-12-19,Vadapav,Fastfood,$20,2,$40,NULL,Mr.,Morning,Monday,December,Small,Low
615,2022-08-14,Sandwich,Fastfood,$60,14,$840,NULL,Mr.,Morning,Sunday,August,Large,High
616,2022-07-15,Vadapav,Fastfood,$20,6,$120,Online,Mrs.,Midnight,Friday,July,Medium,Medium
617,2022-06-28,Sugarcane Juice,Beverages,$25,2,$50,Cash,Mr.,Night,Tuesday,June,Small,Low
618,2022-08-04,Frankie,Fastfood,$50,1,$50,Online,Mr.,Evening,Thursday,August,Small,Low
619,2022-09-09,Sugarcane Juice,Beverages,$25,4,$100,Cash,Mrs.,Morning,Friday,September,Small,Low
620,2022-09-14,Panipuri,Fastfood,$20,12,$240,Online,Mrs.,Evening,Wednesday,September,Large,High
621,2023-02-13,Aalopuri,Fastfood,$20,2,$40,Online,Mrs.,Evening,Monday,February,Small,Low
622,2022-12-14,Panipuri,Fastfood,$20,13,$260,Online,Mr.,Afternoon,Wednesday,December,Large,High
623,2022-02-04,Cold Coffee,Beverages,$40,15,$600,Cash,Mr.,Midnight,Friday,February,Large,High
624,2023-08-03,Sandwich,Fastfood,$60,9,$540,Cash,Mrs.,Morning,Thursday,August,Medium,Medium
625,2022-06-17,Sandwich,Fastfood,$60,15,$900,Online,Mr.,Morning,Friday,June,Large,High
626,2023-01-02,Cold Coffee,Beverages,$40,15,$600,Cash,Mr.,Night,Monday,January,Large,High
627,2022-06-22,Sugarcane Juice,Beverages,$25,15,$375,Online,Mr.,Afternoon,Wednesday,June,Large,High
628,2022-02-05,Cold Coffee,Beverages,$40,10,$400,NULL,Mrs.,Night,Saturday,February,Medium,Medium
629,2023-01-20,Sugarcane Juice,Beverages,$25,9,$225,Cash,Mrs.,Evening,Friday,January,Medium,Medium
630,2022-05-27,Frankie,Fastfood,$50,7,$350,NULL,Mrs.,Morning,Friday,May,Medium,Medium
631,2022-01-07,Cold Coffee,Beverages,$40,13,$520,Cash,Mrs.,Evening,Friday,January,Large,High
632,2022-10-28,Panipuri,Fastfood,$20,9,$180,Online,Mrs.,Night,Friday,October,Medium,Medium
633,2022-05-24,Cold Coffee,Beverages,$40,3,$120,Online,Mr.,Evening,Tuesday,May,Small,Low
634,2022-07-26,Panipuri,Fastfood,$20,13,$260,Cash,Mr.,Afternoon,Tuesday,July,Large,High
635,2023-06-02,Vadapav,Fastfood,$20,15,$300,Online,Mrs.,Night,Friday,June,Large,High
636,2022-04-26,Cold Coffee,Beverages,$40,12,$480,NULL,Mr.,Morning,Tuesday,April,Large,High
637,2022-05-14,Aalopuri,Fastfood,$20,7,$140,Cash,Mr.,Midnight,Saturday,May,Medium,Medium
638,2022-08-20,Cold Coffee,Beverages,$40,11,$440,Online,Mrs.,Afternoon,Saturday,August,Large,High
639,2023-01-26,Vadapav,Fastfood,$20,14,$280,Cash,Mrs.,Morning,Thursday,January,Large,High
640,2023-04-01,Sandwich,Fastfood,$60,15,$900,Online,Mr.,Night,Saturday,April,Large,High
641,2023-09-02,Vadapav,Fastfood,$20,15,$300,Cash,Mr.,Afternoon,Saturday,September,Large,High
642,2022-09-05,Cold Coffee,Beverages,$40,10,$400,Online,Mrs.,Morning,Monday,September,Medium,Medium
643,2022-10-20,Sugarcane Juice,Beverages,$25,2,$50,Cash,Mr.,Afternoon,Thursday,October,Small,Low
644,2023-03-02,Panipuri,Fastfood,$20,5,$100,Online,Mrs.,Evening,Thursday,March,Small,Low
645,2022-07-26,Sandwich,Fastfood,$60,9,$540,Cash,Mrs.,Night,Tuesday,July,Medium,Medium
646,2022-08-30,Vadapav,Fastfood,$20,14,$280,Online,Mrs.,Afternoon,Tuesday,August,Large,High
647,2022-05-06,Vadapav,Fastfood,$20,3,$60,Cash,Mr.,Afternoon,Friday,May,Small,Low
648,2022-05-27,Sandwich,Fastfood,$60,7,$420,Cash,Mr.,Night,Friday,May,Medium,Medium
649,2022-05-11,Frankie,Fastfood,$50,9,$450,Cash,Mr.,Midnight,Wednesday,May,Medium,Medium
650,2022-07-04,Sandwich,Fastfood,$60,13,$780,Online,Mrs.,Morning,Monday,July,Large,High
651,2022-11-07,Sandwich,Fastfood,$60,10,$600,Online,Mrs.,Midnight,Monday,November,Medium,Medium
652,2022-05-21,Cold Coffee,Beverages,$40,13,$520,Online,Mrs.,Afternoon,Saturday,May,Large,High
653,2022-05-30,Frankie,Fastfood,$50,10,$500,Online,Mrs.,Midnight,Monday,May,Medium,Medium
654,2023-04-03,Vadapav,Fastfood,$20,9,$180,Cash,Mrs.,Morning,Monday,April,Medium,Medium
655,2022-06-30,Sugarcane Juice,Beverages,$25,12,$300,Online,Mr.,Morning,Thursday,June,Large,High
656,2022-11-28,Sandwich,Fastfood,$60,6,$360,Online,Mrs.,Midnight,Monday,November,Medium,Medium
657,2023-10-01,Cold Coffee,Beverages,$40,7,$280,NULL,Mr.,Midnight,Sunday,October,Medium,Medium
658,2022-10-10,Aalopuri,Fastfood,$20,12,$240,NULL,Mrs.,Afternoon,Monday,October,Large,High
659,2023-01-21,Panipuri,Fastfood,$20,2,$40,Online,Mr.,Afternoon,Saturday,January,Small,Low
660,2022-07-25,Sandwich,Fastfood,$60,9,$540,Cash,Mrs.,Night,Monday,July,Medium,Medium
661,2022-11-10,Frankie,Fastfood,$50,7,$350,Online,Mrs.,Midnight,Thursday,November,Medium,Medium
662,2023-02-15,Panipuri,Fastfood,$20,3,$60,Online,Mrs.,Afternoon,Wednesday,February,Small,Low
663,2023-05-02,Sugarcane Juice,Beverages,$25,1,$25,Online,Mr.,Night,Tuesday,May,Small,Low
664,2022-10-31,Frankie,Fastfood,$50,10,$500,Online,Mrs.,Morning,Monday,October,Medium,Medium
665,2022-06-05,Aalopuri,Fastfood,$20,14,$280,Online,Mrs.,Evening,Sunday,June,Large,High
666,2023-01-25,Panipuri,Fastfood,$20,9,$180,Cash,Mr.,Evening,Wednesday,January,Medium,Medium
667,2022-09-28,Vadapav,Fastfood,$20,3,$60,Cash,Mrs.,Evening,Wednesday,September,Small,Low
668,2022-11-05,Aalopuri,Fastfood,$20,4,$80,Online,Mr.,Morning,Saturday,November,Small,Low
669,2023-03-18,Sandwich,Fastfood,$60,11,$660,Online,Mr.,Evening,Saturday,March,Large,High
670,2022-05-07,Panipuri,Fastfood,$20,15,$300,Cash,Mr.,Night,Saturday,May,Large,High
671,2022-09-10,Sandwich,Fastfood,$60,2,$120,Online,Mr.,Afternoon,Saturday,September,Small,Low
672,2022-11-24,Cold Coffee,Beverages,$40,3,$120,NULL,Mrs.,Evening,Thursday,November,Small,Low
673,2022-09-17,Sandwich,Fastfood,$60,12,$720,Cash,Mr.,Midnight,Saturday,September,Large,High
674,2022-07-17,Sugarcane Juice,Beverages,$25,13,$325,NULL,Mr.,Morning,Sunday,July,Large,High
675,2022-04-17,Sandwich,Fastfood,$60,12,$720,Cash,Mr.,Night,Sunday,April,Large,High
676,2022-04-05,Frankie,Fastfood,$50,7,$350,Cash,Mrs.,Evening,Tuesday,April,Medium,Medium
677,2022-05-19,Cold Coffee,Beverages,$40,3,$120,Online,Mrs.,Morning,Thursday,May,Small,Low
678,2022-05-23,Aalopuri,Fastfood,$20,3,$60,Online,Mr.,Evening,Monday,May,Small,Low
679,2022-02-11,Sandwich,Fastfood,$60,12,$720,Online,Mr.,Morning,Friday,February,Large,High
680,2022-04-20,Cold Coffee,Beverages,$40,4,$160,Cash,Mr.,Night,Wednesday,April,Small,Low
681,2022-09-12,Frankie,Fastfood,$50,9,$450,Online,Mrs.,Night,Monday,September,Medium,Medium
682,2022-11-10,Aalopuri,Fastfood,$20,14,$280,Online,Mr.,Midnight,Thursday,November,Large,High
683,2022-12-08,Frankie,Fastfood,$50,15,$750,Cash,Mr.,Midnight,Thursday,December,Large,High
684,2022-09-18,Vadapav,Fastfood,$20,5,$100,Cash,Mr.,Afternoon,Sunday,September,Small,Low
685,2022-05-20,Aalopuri,Fastfood,$20,3,$60,Cash,Mrs.,Afternoon,Friday,May,Small,Low
686,2022-11-25,Cold Coffee,Beverages,$40,5,$200,Cash,Mr.,Afternoon,Friday,November,Small,Low
687,2022-12-18,Vadapav,Fastfood,$20,10,$200,Cash,Mrs.,Midnight,Sunday,December,Medium,Medium
688,2022-05-14,Frankie,Fastfood,$50,5,$250,Online,Mr.,Afternoon,Saturday,May,Small,Low
689,2022-08-13,Vadapav,Fastfood,$20,6,$120,Cash,Mrs.,Afternoon,Saturday,August,Medium,Medium
690,2022-05-10,Vadapav,Fastfood,$20,9,$180,Cash,Mrs.,Night,Tuesday,May,Medium,Medium
691,2022-01-04,Sandwich,Fastfood,$60,7,$420,Cash,Mrs.,Evening,Tuesday,January,Medium,Medium
692,2023-01-13,Frankie,Fastfood,$50,14,$700,Online,Mr.,Afternoon,Friday,January,Large,High
693,2022-11-29,Sugarcane Juice,Beverages,$25,13,$325,Online,Mrs.,Midnight,Tuesday,November,Large,High
694,2022-04-22,Panipuri,Fastfood,$20,14,$280,Cash,Mr.,Midnight,Friday,April,Large,High
695,2022-08-24,Panipuri,Fastfood,$20,10,$200,Online,Mrs.,Midnight,Wednesday,August,Medium,Medium
696,2023-02-23,Sugarcane Juice,Beverages,$25,3,$75,Online,Mrs.,Evening,Thursday,February,Small,Low
697,2022-05-05,Sugarcane Juice,Beverages,$25,5,$125,Cash,Mr.,Midnight,Thursday,May,Small,Low
698,2022-11-26,Panipuri,Fastfood,$20,10,$200,Online,Mr.,Night,Saturday,November,Medium,Medium
699,2022-09-09,Cold Coffee,Beverages,$40,1,$40,Online,Mr.,Evening,Friday,September,Small,Low
700,2022-11-15,Frankie,Fastfood,$50,6,$300,Cash,Mrs.,Evening,Tuesday,November,Medium,Medium
701,2022-07-19,Sugarcane Juice,Beverages,$25,14,$350,Online,Mrs.,Evening,Tuesday,July,Large,High
702,2023-03-25,Cold Coffee,Beverages,$40,13,$520,Cash,Mrs.,Afternoon,Saturday,March,Large,High
703,2022-01-11,Panipuri,Fastfood,$20,10,$200,Online,Mrs.,Afternoon,Tuesday,January,Medium,Medium
704,2022-08-14,Sandwich,Fastfood,$60,1,$60,Online,Mrs.,Evening,Sunday,August,Small,Low
705,2022-07-10,Sandwich,Fastfood,$60,6,$360,Online,Mr.,Evening,Sunday,July,Medium,Medium
706,2023-05-02,Frankie,Fastfood,$50,8,$400,Online,Mr.,Night,Tuesday,May,Medium,Medium
707,2022-12-16,Panipuri,Fastfood,$20,2,$40,Online,Mr.,Night,Friday,December,Small,Low
708,2023-03-15,Sandwich,Fastfood,$60,5,$300,Cash,Mrs.,Midnight,Wednesday,March,Small,Low
709,2023-02-22,Cold Coffee,Beverages,$40,6,$240,Cash,Mr.,Morning,Wednesday,February,Medium,Medium
710,2023-03-15,Sandwich,Fastfood,$60,15,$900,NULL,Mr.,Night,Wednesday,March,Large,High
711,2022-10-30,Aalopuri,Fastfood,$20,3,$60,Cash,Mr.,Afternoon,Sunday,October,Small,Low
712,2022-12-17,Vadapav,Fastfood,$20,3,$60,Online,Mrs.,Midnight,Saturday,December,Small,Low
713,2022-02-12,Sugarcane Juice,Beverages,$25,14,$350,Online,Mrs.,Morning,Saturday,February,Large,High
714,2022-12-14,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mr.,Afternoon,Wednesday,December,Large,High
715,2022-12-04,Sandwich,Fastfood,$60,1,$60,Online,Mr.,Morning,Sunday,December,Small,Low
716,2022-03-12,Panipuri,Fastfood,$20,9,$180,Cash,Mrs.,Midnight,Saturday,March,Medium,Medium
717,2022-11-10,Sugarcane Juice,Beverages,$25,15,$375,NULL,Mrs.,Evening,Thursday,November,Large,High
718,2022-12-28,Aalopuri,Fastfood,$20,2,$40,Online,Mr.,Afternoon,Wednesday,December,Small,Low
719,2022-09-05,Vadapav,Fastfood,$20,15,$300,Cash,Mrs.,Midnight,Monday,September,Large,High
720,2022-10-05,Frankie,Fastfood,$50,14,$700,Cash,Mrs.,Morning,Wednesday,October,Large,High
721,2022-08-13,Panipuri,Fastfood,$20,12,$240,NULL,Mr.,Afternoon,Saturday,August,Large,High
722,2022-09-14,Vadapav,Fastfood,$20,15,$300,NULL,Mr.,Midnight,Wednesday,September,Large,High
723,2023-02-16,Cold Coffee,Beverages,$40,10,$400,Online,Mr.,Evening,Thursday,February,Medium,Medium
724,2022-06-27,Frankie,Fastfood,$50,10,$500,Cash,Mrs.,Night,Monday,June,Medium,Medium
725,2022-04-07,Vadapav,Fastfood,$20,6,$120,Online,Mrs.,Afternoon,Thursday,April,Medium,Medium
726,2022-11-09,Panipuri,Fastfood,$20,1,$20,Online,Mr.,Morning,Wednesday,November,Small,Low
727,2022-08-25,Aalopuri,Fastfood,$20,5,$100,Cash,Mrs.,Midnight,Thursday,August,Small,Low
728,2022-03-08,Vadapav,Fastfood,$20,1,$20,Online,Mr.,Midnight,Tuesday,March,Small,Low
729,2022-11-24,Sandwich,Fastfood,$60,7,$420,Cash,Mr.,Night,Thursday,November,Medium,Medium
730,2022-06-28,Frankie,Fastfood,$50,13,$650,Cash,Mrs.,Afternoon,Tuesday,June,Large,High
731,2023-09-03,Frankie,Fastfood,$50,10,$500,Cash,Mrs.,Afternoon,Sunday,September,Medium,Medium
732,2022-06-13,Panipuri,Fastfood,$20,7,$140,NULL,Mrs.,Midnight,Monday,June,Medium,Medium
733,2023-03-02,Frankie,Fastfood,$50,10,$500,Cash,Mr.,Evening,Thursday,March,Medium,Medium
734,2022-07-10,Frankie,Fastfood,$50,7,$350,Cash,Mr.,Evening,Sunday,July,Medium,Medium
735,2022-10-08,Panipuri,Fastfood,$20,11,$220,Cash,Mr.,Morning,Saturday,October,Large,High
736,2022-09-25,Panipuri,Fastfood,$20,13,$260,NULL,Mr.,Afternoon,Sunday,September,Large,High
737,2022-09-20,Frankie,Fastfood,$50,13,$650,Online,Mrs.,Night,Tuesday,September,Large,High
738,2023-01-03,Sandwich,Fastfood,$60,4,$240,Online,Mrs.,Morning,Tuesday,January,Small,Low
739,2022-06-06,Aalopuri,Fastfood,$20,11,$220,Online,Mr.,Night,Monday,June,Large,High
